CODETEAM|COMMENT|DORSAL|MARKERTIME|MINUTE|NUMBEROFPLAY|PLAYER|PLAYER_ID|PLAYINFO|PLAYTYPE|POINTS_A|POINTS_B|TEAM|TYPE|Stadium|Local|Visitor|Game
EST       ||14|08:33|12|181|JASEN, HERNAN|BIL       |In|IN|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||11|08:33|12|177|RODRIGUEZ, SERGIO|CVM       |Out|OUT|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||7|08:33|12|180|LONCAR, NIKOLA|BIU       |Out|OUT|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||20|08:33|12|178|DOUGLAS, RUBEN|JJU       |Missed Free Throw (0/1 -  4 pt)|FTA|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       |||08:33|12|179||          |Off Rebound (1)|O|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||14|08:23|12|182|RANCIK, MARTIN|CWH       |Missed Layup (1/3 -  2 pt)|LAYUPATT|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||10|08:23|12|183|JIMENEZ, CARLOS|AAS       |Def Rebound (3)|D|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||10|08:23|12|184|JIMENEZ, CARLOS|AAS       |Foul Drawn (4)|RV|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||20|08:23|12|185|DOUGLAS, RUBEN|JJU       |Foul (2)|CM|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||5|08:23|12|193|BASILE, GIANLUCA|ADS       |In|IN|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||9|08:23|12|192|BELINELLI, MARCO|BCN       |Out|OUT|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||21|08:05|12|186|PATTERSON, ANDRAE|CFE       |Two Pointer (3/3 -  6 pt)|2FGM|31.0|28.0|Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||12|07:50|13|188|POZZECCO, GIANMARCO|BCU       |Missed Three Pointer (0/1 -  2 pt)|3FGA|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||21|07:48|13|189|PATTERSON, ANDRAE|CFE       |Def Rebound (6)|D|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||10|07:47|13|190|JIMENEZ, CARLOS|AAS       |Layup Made (2/2 -  7 pt)|LAYUPMD|33.0|28.0|Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||21|07:47|13|191|PATTERSON, ANDRAE|CFE       |Assist (1)|AS|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||12|07:25|13|194|POZZECCO, GIANMARCO|BCU       |Missed Layup (1/3 -  2 pt)|LAYUPATT|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||21|07:23|13|195|PATTERSON, ANDRAE|CFE       |Def Rebound (7)|D|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||14|07:19|13|196|JASEN, HERNAN|BIL       |Foul Drawn (2)|RV|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||5|07:19|13|267|BASILE, GIANLUCA|ADS       |Foul (2)|CM|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||15|07:19|13|197|ITURBE, IKER|AIS       |In|IN|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||24|07:19|13|198|GARCES, RUBEN|JJQ       |Out|OUT|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||13|07:19|13|199|VUJANIC, MILOS|AUP       |In|IN|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||15|07:19|13|200|LORBEK, ERAZEM|BWL       |In|IN|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||11|07:19|13|201|BAGARIC, DALIBOR|AFG       |Out|OUT|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||12|07:19|13|202|POZZECCO, GIANMARCO|BCU       |Out|OUT|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||14|07:11|13|203|JASEN, HERNAN|BIL       |Layup Made (3/3 -  7 pt)|LAYUPMD|35.0|28.0|Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||15|07:11|13|204|ITURBE, IKER|AIS       |Assist (1)|AS|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||13|06:48|14|206|VUJANIC, MILOS|AUP       |Missed Three Pointer (1/3 -  5 pt)|3FGA|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||15|06:46|14|207|LORBEK, ERAZEM|BWL       |Off Rebound (1)|O|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||5|06:44|14|208|BASILE, GIANLUCA|ADS       |Missed Three Pointer (0/5 -  0 pt)|3FGA|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||20|06:43|14|209|DOUGLAS, RUBEN|JJU       |Off Rebound (2)|O|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||20|06:43|14|210|DOUGLAS, RUBEN|JJU       |Foul Drawn (3)|RV|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||12|06:43|14|211|AZOFRA, IGNACIO|AAP       |Foul (1)|CM|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||24|06:43|14|212|GARCES, RUBEN|JJQ       |In|IN|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||7|06:43|14|213|LONCAR, NIKOLA|BIU       |In|IN|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||21|06:43|14|214|PATTERSON, ANDRAE|CFE       |Out|OUT|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||10|06:43|14|215|JIMENEZ, CARLOS|AAS       |Out|OUT|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||6|06:43|14|216|MANCINELLI, STEFANO|ANH       |In|IN|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||5|06:43|14|217|BASILE, GIANLUCA|ADS       |Out|OUT|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||20|06:43|14|218|DOUGLAS, RUBEN|JJU       |Free Throw In (1/2 -  5 pt)|FTM|35.0|29.0|Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||20|06:43|14|219|DOUGLAS, RUBEN|JJU       |Free Throw In (2/3 -  6 pt)|FTM|35.0|30.0|Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||24|06:30|14|220|GARCES, RUBEN|JJQ       |Missed Layup (1/4 -  3 pt)|LAYUPATT|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||24|06:28|14|221|GARCES, RUBEN|JJQ       |Off Rebound (1)|O|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||24|06:28|14|222|GARCES, RUBEN|JJQ       |Dunk (2/5 -  5 pt)|DUNK|37.0|30.0|Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||20|06:12|14|223|DOUGLAS, RUBEN|JJU       |Three Pointer (1/2 -  9 pt)|3FGM|37.0|33.0|Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||6|06:12|14|224|MANCINELLI, STEFANO|ANH       |Assist (1)|AS|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||24|05:53|15|226|GARCES, RUBEN|JJQ       |Layup Made (3/6 -  7 pt)|LAYUPMD|39.0|33.0|Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||15|05:53|15|227|ITURBE, IKER|AIS       |Assist (2)|AS|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||13|05:38|15|228|VUJANIC, MILOS|AUP       |Three Pointer (2/4 -  8 pt)|3FGM|39.0|36.0|Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||7|05:35|15|229|LONCAR, NIKOLA|BIU       |Turnover (1)|TO|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||20|05:21|15|230|DOUGLAS, RUBEN|JJU       |Foul Drawn (4)|RV|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||7|05:21|15|231|LONCAR, NIKOLA|BIU       |Foul (1)|CM|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||9|05:21|15|232|BELINELLI, MARCO|BCN       |In|IN|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||14|05:21|15|233|RANCIK, MARTIN|CWH       |Out|OUT|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||9|05:21|15|234|BELINELLI, MARCO|BCN       |Dunk (2/2 -  4 pt)|DUNK|39.0|38.0|Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||13|05:21|15|235|VUJANIC, MILOS|AUP       |Assist (1)|AS|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||24|05:06|15|236|GARCES, RUBEN|JJQ       |Missed Layup (3/7 -  7 pt)|LAYUPATT|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||15|05:05|15|237|LORBEK, ERAZEM|BWL       |Def Rebound (2)|D|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||9|04:58|16|239|BELINELLI, MARCO|BCN       |Missed Three Pointer (0/2 -  4 pt)|3FGA|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||14|04:57|16|240|JASEN, HERNAN|BIL       |Def Rebound (1)|D|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||9|04:53|16|241|BELINELLI, MARCO|BCN       |Foul (3)|CM|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||14|04:53|16|242|JASEN, HERNAN|BIL       |Foul Drawn (3)|RV|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||5|04:53|16|243|BASILE, GIANLUCA|ADS       |In|IN|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||9|04:53|16|244|BELINELLI, MARCO|BCN       |Out|OUT|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||14|04:53|16|245|JASEN, HERNAN|BIL       |Free Throw In (2/3 -  8 pt)|FTM|40.0|38.0|Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||14|04:53|16|246|JASEN, HERNAN|BIL       |Missed Free Throw (2/4 -  8 pt)|FTA|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||6|04:53|16|247|MANCINELLI, STEFANO|ANH       |Def Rebound (1)|D|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||20|04:37|16|248|DOUGLAS, RUBEN|JJU       |Missed Two Pointer (2/3 -  9 pt)|2FGA|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||24|04:36|16|249|GARCES, RUBEN|JJQ       |Def Rebound (3)|D|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||14|04:28|16|250|JASEN, HERNAN|BIL       |Layup Made (4/4 -  10 pt)|LAYUPMD|42.0|38.0|Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||12|04:28|16|251|AZOFRA, IGNACIO|AAP       |Assist (3)|AS|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||6|04:01|16|252|MANCINELLI, STEFANO|ANH       |Missed Layup (0/1 -  0 pt)|LAYUPATT|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||7|03:59|17|254|LONCAR, NIKOLA|BIU       |Def Rebound (1)|D|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||12|03:53|17|255|AZOFRA, IGNACIO|AAP       |Missed Layup (1/2 -  2 pt)|LAYUPATT|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||6|03:53|17|256|MANCINELLI, STEFANO|ANH       |Def Rebound (2)|D|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||13|03:45|17|257|VUJANIC, MILOS|AUP       |Missed Three Pointer (2/5 -  8 pt)|3FGA|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||14|03:43|17|258|JASEN, HERNAN|BIL       |Def Rebound (2)|D|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||6|03:40|17|259|MANCINELLI, STEFANO|ANH       |Foul (1)|CM|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||14|03:40|17|260|JASEN, HERNAN|BIL       |Foul Drawn (4)|RV|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       |||03:40|17|261||          |Time Out (1)|TOUT|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||21|03:40|17|262|PATTERSON, ANDRAE|CFE       |In|IN|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||11|03:40|17|263|RODRIGUEZ, SERGIO|CVM       |In|IN|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||24|03:40|17|264|GARCES, RUBEN|JJQ       |Out|OUT|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||12|03:40|17|265|AZOFRA, IGNACIO|AAP       |Out|OUT|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||11|03:32|17|266|RODRIGUEZ, SERGIO|CVM       |Turnover (1)|TO|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||20|03:15|17|268|DOUGLAS, RUBEN|JJU       |Missed Two Pointer (2/4 -  9 pt)|2FGA|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||15|03:14|17|269|LORBEK, ERAZEM|BWL       |Off Rebound (2)|O|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||14|03:04|17|270|JASEN, HERNAN|BIL       |Foul (2)|CM|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||13|03:04|17|271|VUJANIC, MILOS|AUP       |Foul Drawn (2)|RV|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||13|03:04|17|272|VUJANIC, MILOS|AUP       |Free Throw In (1/2 -  9 pt)|FTM|42.0|39.0|Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||13|03:04|17|273|VUJANIC, MILOS|AUP       |Free Throw In (2/3 -  10 pt)|FTM|42.0|40.0|Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||14|02:48|18|275|JASEN, HERNAN|BIL       |Turnover (3)|TO|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||13|02:48|18|276|VUJANIC, MILOS|AUP       |Steal (1)|ST|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||20|02:38|18|277|DOUGLAS, RUBEN|JJU       |Three Pointer (2/3 -  12 pt)|3FGM|42.0|43.0|Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||13|02:38|18|278|VUJANIC, MILOS|AUP       |Assist (2)|AS|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||14|02:18|18|279|JASEN, HERNAN|BIL       |Missed Three Pointer (0/3 -  10 pt)|3FGA|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||5|02:11|18|280|BASILE, GIANLUCA|ADS       |Missed Three Pointer (0/6 -  0 pt)|3FGA|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||13|02:09|18|281|VUJANIC, MILOS|AUP       |Off Rebound (2)|O|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||13|01:58|19|283|VUJANIC, MILOS|AUP       |Missed Three Pointer (2/6 -  10 pt)|3FGA|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||6|01:56|19|284|MANCINELLI, STEFANO|ANH       |Off Rebound (1)|O|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||5|01:38|19|285|BASILE, GIANLUCA|ADS       |Turnover (1)|TO|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||21|01:38|19|286|PATTERSON, ANDRAE|CFE       |Steal (1)|ST|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       |||01:38|19|287||          |Time Out (1)|TOUT|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||6|01:16|19|288|MANCINELLI, STEFANO|ANH       |Foul (2)|CM|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||21|01:16|19|289|PATTERSON, ANDRAE|CFE       |Foul Drawn (1)|RV|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||21|01:16|19|290|PATTERSON, ANDRAE|CFE       |Missed Free Throw (0/1 -  6 pt)|FTA|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||21|01:16|19|291|PATTERSON, ANDRAE|CFE       |Missed Free Throw (0/2 -  6 pt)|FTA|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||20|01:16|19|292|DOUGLAS, RUBEN|JJU       |Def Rebound (3)|D|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||6|01:08|19|293|MANCINELLI, STEFANO|ANH       |Missed Three Pointer (0/1 -  0 pt)|3FGA|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||14|01:08|19|294|JASEN, HERNAN|BIL       |Def Rebound (3)|D|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||21|00:58|20|296|PATTERSON, ANDRAE|CFE       |Layup Made (4/4 -  8 pt)|LAYUPMD|44.0|43.0|Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||11|00:58|20|297|RODRIGUEZ, SERGIO|CVM       |Assist (1)|AS|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||15|00:36|20|298|LORBEK, ERAZEM|BWL       |Missed Three Pointer (0/1 -  0 pt)|3FGA|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||13|00:34|20|299|VUJANIC, MILOS|AUP       |Off Rebound (3)|O|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||5|00:11|20|300|BASILE, GIANLUCA|ADS       |Missed Two Pointer (0/2 -  0 pt)|2FGA|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||6|00:05|20|301|MANCINELLI, STEFANO|ANH       |Off Rebound (2)|O|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||6|00:05|20|302|MANCINELLI, STEFANO|ANH       |Layup Made (1/2 -  2 pt)|LAYUPMD|44.0|45.0|Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||7|00:02|20|303|LONCAR, NIKOLA|BIU       |Missed Three Pointer (2/4 -  8 pt)|3FGA|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
          ||||21|305||          |End Period|EP||||0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||12|09:00|21|306|AZOFRA, IGNACIO|AAP       |In|IN|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||10|09:00|21|307|JIMENEZ, CARLOS|AAS       |In|IN|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||24|09:00|21|308|GARCES, RUBEN|JJQ       |In|IN|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||15|09:00|21|309|ITURBE, IKER|AIS       |Out|OUT|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||7|09:00|21|310|LONCAR, NIKOLA|BIU       |Out|OUT|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||11|09:00|21|311|RODRIGUEZ, SERGIO|CVM       |Out|OUT|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||8|09:00|21|312|SMODIS, MATJAZ|ALC       |In|IN|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||11|09:00|21|313|BAGARIC, DALIBOR|AFG       |In|IN|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||15|09:00|21|314|LORBEK, ERAZEM|BWL       |Out|OUT|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||6|09:00|21|315|MANCINELLI, STEFANO|ANH       |Out|OUT|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||5|09:45|21|316|BASILE, GIANLUCA|ADS       |Three Pointer (1/7 -  3 pt)|3FGM|44.0|48.0|Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||11|09:45|21|317|BAGARIC, DALIBOR|AFG       |Assist (2)|AS|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||21|09:32|21|318|PATTERSON, ANDRAE|CFE       |Turnover (1)|TO|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||20|09:09|21|319|DOUGLAS, RUBEN|JJU       |Three Pointer (3/4 -  15 pt)|3FGM|44.0|51.0|Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||10|08:52|22|321|JIMENEZ, CARLOS|AAS       |Missed Three Pointer (0/1 -  7 pt)|3FGA|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||14|08:51|22|322|JASEN, HERNAN|BIL       |Off Rebound (1)|O|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||14|08:51|22|323|JASEN, HERNAN|BIL       |Foul Drawn (5)|RV|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||11|08:51|22|324|BAGARIC, DALIBOR|AFG       |Foul (1)|CM|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||14|08:51|22|325|JASEN, HERNAN|BIL       |Free Throw In (3/5 -  11 pt)|FTM|45.0|51.0|Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||14|08:51|22|326|JASEN, HERNAN|BIL       |Free Throw In (4/6 -  12 pt)|FTM|46.0|51.0|Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||5|08:31|22|327|BASILE, GIANLUCA|ADS       |Three Pointer (2/8 -  6 pt)|3FGM|46.0|54.0|Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||20|08:31|22|328|DOUGLAS, RUBEN|JJU       |Assist (1)|AS|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||24|08:26|22|329|GARCES, RUBEN|JJQ       |Missed Layup (3/8 -  7 pt)|LAYUPATT|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||11|08:26|22|330|BAGARIC, DALIBOR|AFG       |Def Rebound (2)|D|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||5|08:19|22|331|BASILE, GIANLUCA|ADS       |Three Pointer (3/9 -  9 pt)|3FGM|46.0|57.0|Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||11|08:03|22|332|BAGARIC, DALIBOR|AFG       |Foul (2)|CM|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||24|08:03|22|333|GARCES, RUBEN|JJQ       |Foul Drawn (2)|RV|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||14|07:59|23|335|JASEN, HERNAN|BIL       |Foul Drawn (6)|RV|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||20|07:59|23|336|DOUGLAS, RUBEN|JJU       |Foul (3)|CM|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||14|07:59|23|337|JASEN, HERNAN|BIL       |Missed Free Throw (4/7 -  12 pt)|FTA|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||14|07:59|23|338|JASEN, HERNAN|BIL       |Free Throw In (5/8 -  13 pt)|FTM|47.0|57.0|Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||5|07:41|23|339|BASILE, GIANLUCA|ADS       |Missed Three Pointer (3/10 -  9 pt)|3FGA|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||10|07:41|23|340|JIMENEZ, CARLOS|AAS       |Def Rebound (4)|D|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||24|07:38|23|341|GARCES, RUBEN|JJQ       |Missed Layup (3/9 -  7 pt)|LAYUPATT|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||14|07:35|23|355|JASEN, HERNAN|BIL       |Off Rebound (2)|O|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||21|07:22|23|356|PATTERSON, ANDRAE|CFE       |Three Pointer (1/1 -  11 pt)|3FGM|50.0|57.0|Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||14|06:57|24|358|JASEN, HERNAN|BIL       |Foul (3)|CM|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||8|06:57|24|359|SMODIS, MATJAZ|ALC       |Foul Drawn (4)|RV|||Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||8|06:57|24|360|MISO, ANDRES|BIR       |In|IN|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
EST       ||14|06:57|24|361|JASEN, HERNAN|BIL       |Out|OUT|||Adecco Estudiantes|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||8|06:57|24|362|SMODIS, MATJAZ|ALC       |Free Throw In (5/5 -  14 pt)|FTM|50.0|58.0|Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||8|06:57|24|363|SMODIS, MATJAZ|ALC       |Free Throw In (6/6 -  15 pt)|FTM|50.0|59.0|Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
FOR       ||8|06:57|24|364|SMODIS, MATJAZ|ALC       |Free Throw In (7/7 -  16 pt)|FTM|50.0|60.0|Climamio Bologna|0|PALACIO VISTALEGRE|EST|FOR|27
